DEPTH,BV1,BV2,"""""VOCC_LAB[32]"[64]"[96]"[105]",CLOSURE,COLOR_PRT,G1,G2,MODE,"""""C_LAB[32]"[64]"[96]"[105]",PD1,PD2,PERMEABILITY,POROSITY,PRT,R35,ROCK_TYPE,SAMPLE
FEET,%,%,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,ALPHA*16,"","",MICRONS,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,MD,%,"",MICRONS,ALPHA*16,""
12,20.9372,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0135186,3.34514,7.35361,10.0701,11.9256,13.2544,14.2475,15.016,15.6276,16.1254,16.5384,16.8864,17.1836,17.4402,17.6642,17.8612,18.0359,18.1919,18.332,18.4585,18.5733,18.678,18.7738,18.8618,18.9429,19.018,19.0876,19.1523,19.2127,19.2691,19.322,19.3716,19.4182,19.4622,19.5037,19.5429,19.58,19.6153,19.6487,19.6805,19.7107,19.7396,19.7671,19.7933,19.8185,19.8425,19.8656,19.8876,19.9088,19.9292,19.9488,19.9676,19.9857,20.0032,20.02,0.067845,YELLOW,0.12,-999.25,1.33896,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,139.224,-999.25,2.46,19.1,2,0.683141,Meso,12.0000
13,12.7624,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.0580392,0.699414,1.75264,2.82446,3.78328,4.60886,5.31343,5.91581,6.43385,6.88258,7.27419,7.61842,7.92307,8.1944,8.43746,8.65635,8.85445,9.03455,9.19895,9.3496,9.48814,9.61596,9.73425,9.84402,9.94616,10.0414,10.1305,10.214,10.2923,10.366,10.4354,10.501,10.563,10.6216,10.6773,10.7301,10.7803,10.8281,10.8737,10.9172,10.9587,10.9984,11.0364,11.0728,11.1077,11.1411,11.1733,11.2042,11.234,11.2626,11.2901,11.3167,11.3424,11.3671,11.391,11.4141,11.4364,11.458,11.479,11.4992,11.5188,11.5379,0.631867,CYAN,0.309065,-999.25,2.61696,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,57.314,-999.25,2.1,12,1,0.937435,Macro,13.0000
14,23.0266,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.172195,2.83871,6.08427,8.68012,10.6613,12.1904,13.3957,14.3662,15.1625,15.8268,16.3888,16.8703,17.2872,17.6516,17.9728,18.2579,18.5127,18.7418,18.9488,19.1368,19.3083,19.4654,19.6097,19.7429,19.866,19.9803,20.0866,20.1858,20.2785,20.3654,20.4469,20.5236,20.5959,20.6641,20.7286,20.7897,20.8476,20.9026,20.9549,21.0047,21.0522,21.0975,21.1407,21.1821,21.2216,21.2596,21.2959,21.3308,21.3644,21.3966,21.4276,21.4574,21.4862,21.5139,21.5406,21.5664,21.5914,21.6155,21.6388,0.466679,CYAN,0.18,-999.25,2.06165,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,84.392,-999.25,4.88,21.4,1,0.895143,Macro,14.0000
15,12.5068,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00794655,0.153253,0.551919,1.11616,1.74179,2.36679,2.96129,3.51327,4.01975,4.48198,4.90307,5.28679,5.63692,5.95705,6.25045,6.52002,6.76835,6.99769,7.21002,7.4071,7.59042,7.76135,7.92106,8.07058,8.21083,8.34264,8.46673,8.58375,8.69426,8.7988,8.89783,8.99176,9.08097,9.16582,9.2466,9.3236,9.39707,9.46726,9.53437,9.5986,9.66013,9.71913,9.77575,9.83012,9.88239,9.93266,9.98106,10.0277,10.0726,10.116,10.1578,10.1982,10.2372,10.275,10.3115,10.3468,10.3811,10.4142,10.4464,10.4776,0.228006,YELLOW,0.527164,-999.25,1.67351,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,69.743,-999.25,1.58,10.6,2,0.895392,Meso,15.0000
16,19.6854,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00109014,0.0407308,0.311278,0.872355,1.62262,2.45611,3.30371,4.12718,4.90767,5.63747,6.31489,6.94141,7.52002,8.05435,8.54815,9.00508,9.42856,9.82173,10.1874,10.5282,10.8464,11.1441,11.423,11.6848,11.931,12.1628,12.3815,12.5881,12.7836,12.9688,13.1445,13.3114,13.47,13.6211,13.7651,13.9026,14.0338,14.1593,14.2794,14.3944,14.5047,14.6105,14.7122,14.8098,14.9038,14.9942,15.0812,15.1652,15.2461,15.3242,15.3996,15.4725,15.543,15.6111,15.6771,15.7409,15.8028,15.8627,15.9209,15.9773,16.0321,16.0852,16.1369,16.1871,16.2359,16.2833,16.3295,16.3744,16.4182,16.4608,16.5024,0.258099,CYAN,0.617131,-999.25,5.01156,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,21,-999.25,5.56,16.5,1,1.20211,Macro,16.0000
17,7.76446,1.19263,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00144665,0.544508,1.66678,2.62963,3.36815,3.93448,4.37732,4.73115,5.01953,5.25869,5.46004,5.63176,5.77988,5.90892,6.0223,6.12271,6.21223,6.29254,6.36498,6.43065,6.49045,6.54514,6.59535,6.64159,6.68433,6.72394,6.76075,6.79506,6.8271,6.8571,6.88524,6.91069,6.9356,6.9591,6.9813,7.00232,7.02224,7.04114,7.05911,7.0762,7.09249,7.10802,7.12285,7.13703,7.1506,7.16359,7.17604,7.18799,7.19946,7.21049,7.22109,7.23129,7.24112,7.2506,7.25973,7.26855,7.27706,7.28529,7.29325,7.30094,7.30839,0.148765,CYAN,0.18,0.195782,2.47957,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,70.168,2452.508,1.4,8.4,1,1.02575,Macro,17.0000
18,16.0665,5.27462,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00100003,0.00241727,0.0382457,0.180632,0.454172,0.83447,1.28428,1.77125,2.2719,2.77056,3.25743,3.7267,4.17526,4.6017,5.00574,5.38776,5.74856,6.08915,6.41067,6.71428,7.00013,7.27135,7.52799,7.77106,8.00149,8.22016,8.42786,8.62534,8.81329,8.99234,9.16307,9.32603,9.48171,9.63056,9.77301,9.90945,10.0402,10.1657,10.2862,10.4019,10.5132,10.6202,10.7233,10.8226,10.9184,11.0108,11.0999,11.186,11.2692,11.3497,11.4275,11.5028,11.5758,11.6465,11.715,11.7814,11.8459,11.9085,11.9693,12.0283,12.0857,12.1415,12.1958,12.2486,12.3,0.288166,YELLOW,0.853396,0.0962943,1.8995,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,42.224,415.956,3.1,12.4,2,1.12366,Meso,18.0000
19,7.2709,1.24434,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00260689,0.378298,1.20925,2.00644,2.66398,3.19312,3.62116,3.97185,4.26324,4.50861,4.71775,4.89796,5.05475,5.19234,5.31401,5.42234,5.5194,5.60685,5.68603,5.75806,5.82386,5.8842,5.93973,5.99101,6.03849,6.08259,6.12366,6.16199,6.19785,6.23146,6.26305,6.29277,6.3208,6.34727,6.37131,6.39503,6.41753,6.43891,6.45924,6.47861,6.49707,6.51469,6.53153,6.54764,6.56306,6.57783,6.59201,6.60561,6.61868,6.63125,6.64335,6.65499,6.66621,6.67703,6.68747,6.69755,6.70728,6.7167,6.7258,6.73461,6.74314,6.7514,6.7594,6.76717,6.7747,6.78201,6.78911,6.79601,6.80271,6.80923,6.81556,0.053681,CYAN,0.224692,0.112294,7.45575,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,22.167,1083.009,1.9,7.7,1,1.30329,Macro,19.0000
20,23.5127,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.482869,3.50904,6.67449,9.17437,11.092,12.5827,13.7657,14.7236,15.5135,16.1751,16.7368,17.2194,17.6385,18.0055,18.3297,18.618,18.8761,19.1084,19.3186,19.5098,19.6843,19.8443,19.9915,20.1274,20.2532,20.37,20.4787,20.5802,20.6751,20.7641,20.8477,20.9263,21.0005,21.0705,21.1367,21.1995,21.259,21.3155,21.3693,21.4205,21.4693,21.5159,21.5604,21.603,21.6438,21.6828,21.7203,21.7562,21.7908,21.824,21.856,21.8867,21.9164,21.945,21.9726,21.9992,22.0249,22.0498,22.0739,22.0971,22.1197,22.1415,22.1627,0.02254,CYAN,0.183499,-999.25,3.30984,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,52.355,-999.25,9.25,21.4,1,1.26272,Macro,20.0000
21,20.0489,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.125265,1.2561,2.98606,4.69966,6.21244,7.50506,8.60277,9.53807,10.3404,11.0341,11.6385,12.1692,12.6384,13.0559,13.4297,13.7661,14.0704,14.3469,14.5992,14.8303,15.0428,15.2388,15.4201,15.5883,15.7448,15.8907,16.0271,16.1549,16.2749,16.3877,16.494,16.5943,16.6891,16.7789,16.864,16.9448,17.0216,17.0948,17.1644,17.2309,17.2944,17.3551,17.4132,17.4688,17.5222,17.5734,17.6225,17.6698,17.7152,17.759,17.8011,17.8417,17.8809,17.9187,17.9552,17.9905,18.0246,18.0576,18.0896,18.1205,18.1505,18.1796,18.2078,0.07369,CYAN,0.3,-999.25,2.97461,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,50.951,-999.25,6.95,18.3,1,1.23945,Macro,21.0000
22,17.7426,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00100519,0.184195,1.1977,2.62357,4.03622,5.29964,6.39401,7.33459,8.14423,8.84477,9.45488,9.98987,10.4621,10.8816,11.2565,11.5933,11.8974,12.1732,12.4246,12.6545,12.8655,13.0599,13.2395,13.406,13.5606,13.7047,13.8393,13.9652,14.0833,14.1943,14.2987,14.3972,14.4903,14.5783,14.6618,14.7409,14.8161,14.8876,14.9558,15.0207,15.0827,15.142,15.1987,15.2529,15.305,15.3548,15.4027,15.4487,15.493,15.5355,15.5765,15.616,15.6541,15.6909,15.7263,15.7606,15.7937,15.8258,15.8568,15.8868,15.9159,15.9441,15.9714,15.9979,16.0237,16.0487,16.0729,16.0965,16.1194,16.1417,0.344676,CYAN,0.323601,-999.25,5.87078,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,25.125,-999.25,8.43,16.2,1,1.52783,Macro,22.0000
23,25.7432,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0825022,2.08279,5.15175,7.88825,10.1049,11.8808,13.317,14.495,15.4755,16.3025,17.0085,17.6178,18.1487,18.6152,19.0282,19.3963,19.7264,20.0241,20.2939,20.5394,20.764,20.97,21.1597,21.3349,21.4973,21.6482,21.7887,21.92,22.0428,22.158,22.2663,22.3682,22.4644,22.5552,22.6411,22.7226,22.7998,22.8733,22.9431,23.0096,23.0731,23.1337,23.1916,23.247,23.3,23.3508,23.3996,23.4464,23.4914,23.5346,23.5763,23.6164,23.655,23.6923,23.7282,23.7629,23.7965,23.8289,23.8603,23.8906,23.92,23.9485,23.9761,24.0028,24.0288,0.809662,CYAN,0.22,-999.25,3.89982,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,42.608,-999.25,15.4,24.2,1,1.49372,Macro,23.0000
